Model,Scenario,Region,Year,Residues,Energy_crops,Waste,Solid_total,Prim_eng_bio,Unit,Share_energy_crops,Source,Estimation
IMAGE,SSP2-Baseline,World,2060,28.66160026,37.78025062,,,,EJ/yr,0.57,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-Baseline,World,2070,35.43560192,38.57308058,,,,EJ/yr,0.52,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-Baseline,World,2080,42.86137958,42.46969139,,,,EJ/yr,0.5,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-Baseline,World,2090,50.32357069,44.02042061,,,,EJ/yr,0.47,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP2-Baseline,World,2100,58.56090931,45.6349696,,,,EJ/yr,0.44,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-34,World,2020,14.46876979,7.132431872,,,,EJ/yr,0.33,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-34,World,2030,17.66994944,17.03489024,,,,EJ/yr,0.49,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-34,World,2040,30.46867968,37.31537101,,,,EJ/yr,0.55,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-34,World,2050,64.3057705,49.94374042,,,,EJ/yr,0.44,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-34,World,2060,79.19973171,42.39808102,,,,EJ/yr,0.35,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-34,World,2070,95.81586842,29.16827955,,,,EJ/yr,0.23,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-34,World,2080,98.1704704,21.18038938,,,,EJ/yr,0.18,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-34,World,2090,73.39997594,34.02875085,,,,EJ/yr,0.32,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-34,World,2100,75.35530803,44.47073894,,,,EJ/yr,0.37,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-45,World,2020,14.20340019,6.987482112,,,,EJ/yr,0.33,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-45,World,2030,13.10046003,16.59892019,,,,EJ/yr,0.56,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-45,World,2040,22.96665088,30.23029043,,,,EJ/yr,0.57,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-45,World,2050,35.2331817,35.61728819,,,,EJ/yr,0.5,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-45,World,2060,36.25159066,28.72425062,,,,EJ/yr,0.44,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-45,World,2070,38.79068058,23.72425933,,,,EJ/yr,0.38,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-45,World,2080,51.81344973,27.32905062,,,,EJ/yr,0.35,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-45,World,2090,74.49723699,37.40275917,,,,EJ/yr,0.33,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-45,World,2100,75.96340838,34.60365926,,,,EJ/yr,0.31,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-60,World,2020,14.0938199,6.868809216,,,,EJ/yr,0.33,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-60,World,2030,10.60674048,16.00952013,,,,EJ/yr,0.6,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-60,World,2040,16.07946035,29.55032986,,,,EJ/yr,0.65,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-60,World,2050,24.28111053,34.63142195,,,,EJ/yr,0.59,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-60,World,2060,26.24849101,27.51612928,,,,EJ/yr,0.51,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-60,World,2070,32.90175078,21.23036058,,,,EJ/yr,0.39,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-60,World,2080,39.04670106,24.97989018,,,,EJ/yr,0.39,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-60,World,2090,42.10454938,28.22718054,,,,EJ/yr,0.4,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-60,World,2100,46.96358912,30.63713997,,,,EJ/yr,0.39,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-Baseline,World,2020,14.15565005,6.955634176,,,,EJ/yr,0.33,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-Baseline,World,2030,10.50209997,16.75889971,,,,EJ/yr,0.61,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-Baseline,World,2040,15.06771046,33.27916032,,,,EJ/yr,0.69,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-Baseline,World,2050,21.9784704,45.52194867,,,,EJ/yr,0.67,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-Baseline,World,2060,23.1005696,41.4781399,,,,EJ/yr,0.64,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-Baseline,World,2070,27.94318029,33.2074496,,,,EJ/yr,0.54,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-Baseline,World,2080,31.72681933,32.41121997,,,,EJ/yr,0.51,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-Baseline,World,2090,32.86051021,38.336,,,,EJ/yr,0.54,Internal document,Share = Energy crops / (Energy crops + Residues)
IMAGE,SSP3-Baseline,World,2100,37.53003008,40.84903936,,,,EJ/yr,0.52,Internal document,Share = Energy crops / (Energy crops + Residues)
